Subject,Count
medical / biostatistics,1
computers / data processing / general,1
cultural industries,1
civil law,1
liability (law),1
physical organic chemistry,1
human genetics,1
dna microarrays,1
microarray,1
oligonucleotide,1
dns,1
learning (artificial intelligence),1
medical computing,1
certainty,1
mothers and daughters,1
problem-based learning,1
condensed matter physics,1
electrons,1
technical & manufacturing trades,1
convergence (télécommunications),1
public relations,1
relations publiques,1
applications en marketing,1
business & economics / public relations,1
gestion de projet,1
business & economics / project management,1
business & economics / management science,1
self organizing systems,1
téléphonie cellulaire,1
5g mobile communication,1
cellular radio,1
medical / health care delivery,1
psychology / movements / psychoanalysis,1
psychology / social psychology,1
convergence (telecommunication),1
implantation (organisation),1
industries agricoles,1
computer centers,1
adaptive reuse & renovation,1
landmarks & monuments,1
professional practice,1
human brain project,1
new products,1
regional studies,1
australasian & pacific history,1
judaism,1
history: theory & methods,1
social & cultural history,1
21st century history: from c 2000 -,1
historical & comparative linguistics,1
ancient religions & mythologies,1
programming & scripting languages: general,1
mathematical foundations,1
computer programming / software development,1
entertainment & media law,1
human geography,1
business mathematics & systems,1
engineering skills & trades,1
industrial chemistry,1
lost (television program),1
californication (television program),1
web 2.0,1
linguistic change,1
affaires,1
numerical and computational methods in engineering,1
matter,1
fiction / science fiction / space opera,1
romance literature,1
women artists,1
fiction / family life / marriage & divorce,1
eavesdropping,1
job creation,1
création d'emplois,1
participation politique,1
mass media and language,1
20th century history: c 1900 to c 2000,1
literary studies: classical,1
early & medieval,1
philosophy of religion,1
medieval history,1
church history,1
classical greek & roman archaeology,1
literature: history & criticism,1
old testaments,1
classical history / classical civilisation,1
classical texts,1
migration,1
immigration & emigration,1
the holocaust,1
fascism & nazism,1
second world war,1
personnes (droit),1
droits,1
constitutional,1
civil rights,1
perception spatiale,1
perception géographique,1
cinema,1
film theory & criticism,1
history of religion,1
postwar 20th century history,1
from c 1945 to c 2000,1
jewish studies,1
abstract,1
business & economics / industries / manufacturing industries,1
électricité,1
integrational linguistics (oxford school),1
feminist anthropology,1
epidemiology & biostatistics,1
feminism & feminist theory,1
socio-cultural anthropology - general & miscellaneous,1
ethnolo,1
regression (civilization),1
religious militants,1
technologists,1
electronic engineering,1
japanese art,1
computers / computer graphics / image processing (see also photography / techniques / digital),1
théorie des treillis,1
raisonnement temporel,1
raisonnement approximatif,1
architecture informatique,1
medical anthropology,1
architecture système,1
raisonnement analogique,1
raisonnement qualitatif,1
psychopédagogie,1
électronique numérique,1
créativité en technologie,1
génie électrique,1
électronique,1
literary studies: from c 1900 -,1
surveillance detection,1
american speculative fiction,1
fiction / science fiction / collections & anthologies,1
système réparti,1
tableau noir,1
verité,1
temps réel,1
savoir-faire,1
skateboarding,1
video games -- fiction,1
organized crime -- fiction,1
skateboarding -- fiction,1
santa monica (calif.) -- fiction,1
epistemics,1
cache memory,1
chemical & biochemical,1
reaction time,1
77.34 learning,1
conditioning,1
mechanics - dynamics - general,1
mathematics / linear programming,1
science-mechanics - dynamics - general,1
constraints (artificial intell,1
defense mechanisms,1
psychoanalytic theory,1
mécanismes de défense,1
life stages,1
developmental,1
lifespan development,1
sekseverschillen,1
biostatistics,1
expériences,1
bionics and artificial intelligence,1
management decision support systems,1
christian life,1
lesson planning,1
jeux educatifs,1
preparation de cours,1
reference / general,1
radioscopic,1
radioscopic diagnosis,1
radiologic diagnosis,1
health/fitness,1
radioisotope diagnostic techniques,1
gezond verstand,1
émotion,1
théorie,1
telemetry,1
voyager 2 spacecraft,1
malfunctions,1
flight envelopes,1
lateral control,1
general aviation aircraft,1
electric power supplies,1
stabilization,1
q335 .c586 2004,1
educational software,1
terminology,1
hidden-markov-modell,1
markov-kette,1
characterization,1
parallel processing (computers),1
failure analysis,1
memory hierarchy (computer science),1
ontwerpen,1
dynamische systemen,1
theory,1
economie,1
web portals,1
breast neoplasms,1
sein,1
control (linguistics),1
knowledge-based systems / expert systems,1
electronic apparatus and appli,1
careers - general,1
computer graphics - game programming,1
graphic arts - general,1
art / graphic arts,1
artificial intelligence; video game development; video game programming; ai behaviors; virtual player; bot; skirmish; automated behaviors; scripting; lua; python,1
afferent neurons,1
technology and society,1
digital wellbeing,1
military science fiction,1
public relations firms,1
fiction / satire,1
fiction / humorous / general,1
manufacturers,1
social groups--history,1
303.483,1
personnalité,1
prognosis,1
neoplasms,1
treatment,1
reseaux neuronaux (physiologie),1
laterale inhibition,1
psychologie ordinaire,1
traitement de l'information (psychologie),1
social groups,1
technological innovation,1
réseaux sociaux,1
groupes sociaux,1
technological innovations--history,1
social networks--history,1
behavioral disciplines and activities,1
sciences du comportement,1
electromechanical devices,1
miniature objects,1
conservation of natural resources,1
cad/cam systems,1
algebraic modeling,1
algebraic transformations,1
self-help devices for the disabled,1
prostheses and implants,1
sensory aids,1
technologie de la réadaptation,1
computer hardware & operating systems,1
medicine (general),1
philosophy & theory of psychology,1
behavioral sciences,1
audio processing: speech recognition & synthesis,1
matlab (computer program),1
mens-computer-interactie,1
feedback (psychology),1
oscar (computer file),1
tina (telecommunication system),1
electric circuits,1
rehabilitation technology,1
video & electronic - general,1
systèmes experts (informatique) .,1
factor analysis,1
psychological aspects of aesthetics,1
intelligent agents (computer s,1
women in politics,1
political activity,1
computer-aided learning (cal),1
bohr,1
niels henrik david,1
1885-1962,1
programming languages (electro,1
institutional investments,1
reference - general,1
comprehension (theory of knowl,1
problems and exercises,1
redes neurales (computadores),1
sinir ağları (bilgisayar bilimi),1
qa76.87 .h39 1999,1
006.3/2,1
qa76.87 .h374 1995,1
population genetics,1
quantitative genetics,1
physicists,1
social studies,1
environmental - general,1
industrial & management engineering,1
mens-machinesystemen,1
erklärung,1
verklaring,1
sensory receptor cells,1
robot perception,1
computers / computer graphics / image processing,1
neuro computation,1
robot navigation,1
attribution (social psychology),1
viewgen,1
croyance et doute,1
attribution (psychologie sociale),1
human-computer interaction -- fiction,1
hardware - personal computers - general,1
maschine,1
l intelli,1
garrison,1
richard (fictitious character),1
kernel,1
algoritmos e estruturas de dados,1
kernel (informatik),1
st 130,1
dat 500f,1
st 136,1
dat 517f,1
dat 550f,1
dat 555f,1
whole and parts (philosophy),1
management decision making,1
teoría de las máquinas,1
cellulaire automaten,1
computer mathematics,1
mathematical programming & operations research,1
formale sprache,1
automatentheorie,1
qa267 .h56 2007,1
511.3/5,1
probability learning,1
mathematische psychologie,1
curves on surfaces,1
surfaces,1
formele talen,1
lenguajes formales,1
théorie des automates,1
automate mathématique,1
herkenning,1
data modeling and design,1
microsoft azure (computing platform),1
avida (computer file),1
community life,1
electronic villages (computer networks),1
redes de computadores e tecnicas,1
communaute,1
information storage and retrieval systems -- law,1
entomology,1
flugkörper,1
flugregelung,1
insektenflug,1
radiosity,1
gelaat,1
perception des visages,1
chirurgie opératoire,1
réalité virtuelle en médecine,1
robotique en médecine,1
women engineers,1
databases as topic,1
organization and administration,1
desktop applications,1
law -- data processing,1
bioinformatica,1
noyaux (mathematiques),1
bibliografie,1
informationsquelle,1
runaway teenagers,1
moon,1
bd418.3 .c74 2003,1
virtual reality in medicine,1
mathematical concepts,1
phenomena and processes,1
scientifiques,1
sciences (philosophy),1
entity-relationship modeling,1
base donnee relationnelle,1
tijdsaanduiding,1
banco de dados,1
complexité algorithmique,1
langage formel,1
societe de l'information,1
societe informatisee,1
effets des innovations,1
steden,1
virtuelle realitat,1
book reviews,1
water utilities,1
services d'eau,1
technologie hydraulique,1
hydrologie,1
science / life sciences / general,1
investissements,1
professional competence,1
qualifications professionnelles,1
reseaux communautaires (reseaux d'ordinateurs),1
websites,1
stadt,1
group extensions (mathematics),1
extensions de groupes (mathématiques),1
méthodes formelles (informatique),1
hydrologic cycle,1
waterworks,1
export systems,1
clock maker,1
automaton,1
hugo cabret,1
magician,1
enciklopédia,1
benutzer,1
problemas,1
recherche quantitative,1
technology / engineering / civil,1
hospitals,1
équations différentielles,1
mathématiques de l'ingénieur,1
database applications,1
database queries,1
database-design,1
computers / database management / general,1
database systems,1
réutilisation,1
statistique,1
mining engineering,1
mineral industries,1
quantitative research,1
technique minière,1
gestion base donnee,1
mineração de dados,1
information temporelle,1
système gestion base de données,1
contrainte,1
analyse des données,1
datenbankverwaltung,1
computer software packages,1
006.3/5,1
christianity and atheism,1
god (christianity),1
atheism,1
the ore  mes,1
bewijs (wetenschap),1
mehrsortige pra dikatenlogik,1
de monstration automatique,1
magnetism,1
defenses,1
filosofia e fundamentos da matematica,1
connections (mathematics),1
inférence statistique,1
leistungsgrenze,1
programming languages (electronic computers)--semantics,1
qa76.7 .a44 1995,1
bibliotheekdiensten,1
sources d'information electronique,1
kinetics,1
online bibliographic searching,1
dl* (computer program language),1
prosodic analysis (linguistics),1
josephson junctions,1
parametrons,1
solución,1
social sciences -> social sciences -> general,1
novelle,1
representation des (intelligence artificielle),1
informationsmanagement,1
fonds speciaux,1
intelligence artificielle dans les bibliotheques,1
bibliothek,1
categorization (linguistics),1
physiological & neuro-psychology,1
manipulateurs (mécanismes),1
regelung,1
matematikai logika,1
programozási nyelvek,1
energy industries & utilities,1
coins,1
industrialisation,1
anwendungen,1
modellierung_(edv),1
simulation_ (edv),1
applications,1
q387 .s68 2000,1
nuclear structure physics,1
particle & high-energy physics,1
analyse visuelle,1
services de santé,1
health care delivery,1
geometrodynamics,1
géométrodynamique,1
crowd funding,1
financement participatif,1
industrialization,1
temps,1
temporale logik,1
modallogik,1
zeit,1
kausalität,1
computer graphics software,1
microscopes & microscopy,1
visual analytics,1
data standards,1
engineering instruments,1
criticism literature,1
modern literature,1
translating machines,1
gewalt,1
tutor,1
mass media and technology,1
chagrin,1
программирование,1
electronic games industry,1
telecommunication equipment industry,1
kybernetisches modell,1
teoria de sistemas,1
problemlosen,1
coding,1
computerized self-help devices for people with disabilities,1
plot-your-own stories,1
outdoor life,1
virtual humans (artificial intelligence),1
humains virtuels (intelligence artificielle),1
immortalité,1
vie future,1
mort,1
banknotes,1
medals,1
seals (numismatics),1
history of engineering & technology,1
library & information sciences,1
nichtmonotones schliessen,1
sciences de l'environnement,1
environnement,1
interfaces,1
aqval/1 (aq7),1
switching theory,1
automatic pilot (airplanes),1
sozialer wandel,1
techniksoziologie,1
technischer fortschritt,1
forschung,1
punched card systems,1
behavior evolution,1
clinical trials,1
psychological aspects of music,1
artficial intelligence,1
sym-1,1
vl1 system,1
sym-1 (computer program),1
machine-to-machine communications,1
electronic devices & materials,1
electronics - circuits - general,1
technology / electronics / microelectronics,1
informatique sensible au contexte,1
environmental applications,1
combat automation,1
research aircraft,1
medios de comunicación masiva y tecnología,1
computadoras y civilización,1
interaction homme-ordinateur,1
physiological aspects of intellect,1
creation,1
life skills,1
data transmission systems - general,1
technology / engineering / general,1
shu ju chu li,1
she hui ying xiang,1
yan jiu,1
self-knowledge,1
pères et fils,1
desire,1
entscheidungsprozess,1
projective geometry,1
762,1
077,1
manuels d'enseignement supérieur,1
statistique mathématique,1
manuels d'enseignement superieur,1
statistique mathematique,1
q327 .b52 2006,1
006.4,1
statistics as topic--methods,1
data interpretation,1
statistical,1
q325.75 .h37 2001,1
disaster recovery,1
data modeling & design,1
programming languages - java,1
java (computer program languag,1
kernwaffe,1
redes neuronales (computación),1
sistemas difusos,1
automated vehicles,1
véhicules autonomes,1
assistants personnels virtuels (logiciels),1
machines automatiques,1
computational biology--methods,1
elections,1
élections,1
cities and towns,1
social distancing (public health) and education,1
covid-19 pandemic,1
pandémie de covid-19,1
aspect religieux,1
bouddhisme,1
exhibtions,1
artificial life in art,1
human ecology,1
social media and journalism,1
disinformation,1
fake news,1
facebook (firm),1
world politics,1
information theory in finance,1
stock exchanges and current events,1
théorie de l'information dans les finances,1
bourse et actualité,1
business & economics / accounting / managerial,1
singularities (artificial intelligence),1
precarious employment,1
travail précaire,1
elementary,1
manpower planning,1
créativité dans les affaires,1
main-d'œuvre,1
romance comic books,1
authors,1
electric power failures,1
immigrants,1
arbeitsplatzcomputer,1
mikrocomputersystem,1
sun,1
systemverwaltung,1
workstations,1
sun microsystems inc..,1
social prediction,1
informatiemaatschappij,1
mercenaires,1
homicide,1
post-traumatic stress disorder,1
humorous fiction,1
sun computers,1
microcomputer workstations,1
postes de travail (bureautique),1
sun (ordinateurs),1
materialism,1
interaction homme-robot,1
health aspects,1
infectious diseases,1
singularities (mathematics),1
automobile travel,1
mercenary troops,1
fathers and daughters,1
bouddhisme et sciences,1
artists,1
mothers-in-law,1
belles-mères,1
roman japonais,1
crisis management in government,1
emergency management,1
administration publique,1
technology and youth,1
japanese short stories,1
court proceedings,1
naval submarine medical research laboratory,1
emigration and immigration,1
foreign workers,1
religious aspects of quantum computers,1
distributed  cognition,1
american art,1
themes,1
motives,1
technology in art,1
journalisme électronique,1
exploration de données multimédia,1
love in art,1
youth,1
robotique dans l'art,1
expositions,1
intentionalism,1
newspaper publishing,1
geopolitics,1
united nations. security council,1
united nations,1
nationalism and historiography,1
books and reading,1
self-managed learning,1
learning strategies,1
creative teaching,1
in art,1
composition (art),1
lorem (project),1
art and electronics,1
professional employees,1
professionnels salariés,1
conditions sociales,1
vingt et unième siècle,1
prévisions,1
nihon-keizai,1
kagaku gijutsu seisaku,1
sangaku renkei,1
компьютеры//организация и обработка данных,1
adaptation (biologie),1
social aspects - human-computer interaction,1
geist,1
socialism,1
science in motion pictures,1
commande prédictive,1
white collar workers,1
konnektionismus (kybern.),1
neuronennetz,1
parallelverarbeitung (edv),1
science / thermodynamics,1
brain research,1
cyberespace,1
prolog (computer language),1
enigma cipher system,1
erweiterung,1
small groups,1
group facilitation,1
social facilitation,1
facilitation sociale,1
petits groupes,1
industrial & organizational psychology,1
mechanics - dynamics - thermodynamics,1
speech recognition,1
virtual assistants,1
effect of technological innovation on,1
electronic surveillance in art,1
computational photography,1
video surveillance in art,1
crime analysis,1
crime forecasting,1
fondos de protección,1
-novela,1
american essays,1
social intelligence,1
dialog,1
human-machine interaction,1
natural language understanding,1
speech generation,1
roman de science-fiction,1
traveling-salesman problem,1
programmeurs,1
sustainable architecture,1
high-rise apartment buildings,1
neuroanatomy,1
science and law,1
científicos,1
copyright and electronic data processing,1
fair use (copyright),1
politique informatique,1
attachment behavior,1
school violence,1
attachement,1
violence dans les écoles,1
sens et sensations,1
modélisation raisonnement,1
modélisation connaissance,1
electronic traffic controls,1
advanced traffic management systems,1
data analytics,1
estimation,1
recommendation systems,1
modèle cognitif,1
due process of law,1
technologie et droit,1
application régulière de la loi,1
glyphosate,1
aspect de l'environnement,1
énergie nucléaire,1
knowledge economy,1
économie du savoir,1
computers / security / cryptography,1
kirlian photography,1
word processing operations,1
langue,1
texte,1
document,1
traitement,1
representation des connaissances (theorie de l'information),1
prediction of criminal behavior,1
products liability,1
maritime law,1
maritime,1
santé publique,1
juristic persons,1
judges,1
administration of justice,1
medical policy,1
perceptual learning,1
social and ethical issues,1
interdisciplinary studies,1
social media / social networking,1
political activism,1
core competencies,1
bacon,1
inférence non classique,1
apprentissage (intelligence artificielle),1
effect of space flight on,1
aérospatiale (ingénierie),1
effets du vol spatial sur,1
aéronautique,1
exponential functions,1
psi,1
turbo-prolog,1
turbo prolog toolbox,1
declaration of intention,1
publicity (law),1
artificielle intelligence,1
métaconnaissance,1
métacognition,1
périodiques,1
cycle vie,1
kod,1
action (psychologie),1
taxonomie,1
humanité (morale),1
ki,1
music / instruction & study / composition,1
programmbibliothek,1
taalwetenschap,1
natuurlijke taal,1
progress,1
boredom,1
reinforcement learning (machine learning),1
recherche opérationnelle,1
reinforcement,1
q325.6 .s88 1998,1
sekserol,1
forth (computer program language),1
battery,1
interface intelligente,1
compréhension langage,1
pets,1
aibo (robotic pet),1
shamanism,1
human reproduction,1
feminism and science,1
feminism,1
féminisme et sciences,1
reproduction humaine,1
discrimination & race relations,1
minority studies,1
vrouwen,1
modélisation apprentissage,1
inférence inductive,1
apprentissage machine,1
psychometrics,1
astronauts,1
signaalverwerking,1
spatial analysis,1
analyse spatiale (statistique),1
lymphatic diseases,1
ganglions lymphatiques,1
commandement militaire,1
forces armées,1
réorganisation,1
raisonnement flou,1
induction,1
théorie probabilité,1
iphone (smartphone),1
smartphones,1
qualité totale,1
efficacité organisationnelle,1
production,1
old nick,1
normative logik,1
maladies,1
expertsystem,1
reglerteknik,1
implementation,1
texttheorie,1
kunstwissenschaft,1
wetenschapsfilosofie,1
representatie (algemeen),1
educational statistics,1
2012 f-947,1
q 325.6,1
eastern,1
military history,1
robots in mass media,1
computers / programming / open source,1
computers / software development & engineering / tools,1
ios (electronic resource),1
small business,1
administrative law,1
job hunting,1
employment interviewing,1
safety,1
dark side of artificial intelligence,1
subjectivity,1
animation (cinematography),1
award:hugo_award=1955,1
light in art,1
3ds max (computer file),1
lighting,1
three-dimensional display system,1
affichage tridimensionnel,1
lumière dans l'art,1
3ds max (logiciel),1
fiction -- science fiction -- military,1
computers / social aspects / general,1
nyt:business-books=2018-10-07,1
89.94 international relations: other,1
industry & industrial studies,1
evidence-based medicine,1
microsoft corporation,1
agenter (datorprogram),1
dependency grammar,1
parsing,1
faktendatenbank,1
sysèmes d'information,1
online-recherche,1
medizinische informatik,1
etraterrestrial beings -- fiction,1
space warfare -- fiction,1
bionique,1
entscheidungsproblem,1
infinity,1
lineare optimierung,1
deduktionssystem,1
computeralgebra,1
judgment,1
opinion (philosophy),1
datenhandel,1
datengetriebene geschäftsmodelle,1
daten,1
automatisierung,1
gender identity,1
twenty-second century,1
economic aspects of artificial intelligence,1
guidance,1
great britain,1
railroad cars,1
unternehmertum,1
electroencephalography,1
quantum computing,1
mathematics / game theory,1
technology & engineering / engineering (general),1
théorie de la commande,1
sex differences (psychology),1
study skills,1
langages a objets (informatique),1
synthesis,1
dialectical materialism,1
commercial loans,1
physikalisches system,1
analyse,1
etudes de cas,1
lotus 1-2-3 (computer file),1
stabilité,1
binocular vision,1
goal (psychology),1
sex differences,1
sexism in language,1
assembler language (computer program language),1
risque,1
évaluation,1
circuit boards,1
medical protocols,1
active control,1
application programs (computers),1
dynamic control,1
cybernetique,1
color computer graphics,1
articifical intelligence,1
apple computer,1
literary criticism,1
european,1
crisis management,1
risk,1
technology assessment,1
psychological aspects of communication,1
fort wayne (ind.). board of park commissioners,1
parks,1
fort wayne (ind.).,1
justification (theory of knowledge),1
vision ordinateur,1
raisonnement logique,1
probabilites,1
sex in marriage,1
gps (computer program),1
conception technique,1
correctness,1
termination,1
data processing - parallel processing,1
parallel processing (electroni,1
input-output equipment,1
poésie américaine,1
auteurs négro-américains,1
schwarze,1
lyrik,1
umschulungswerkstätten für siedler und auswanderer,1
artificial intelligence.,1
legislation,1
internet in publicity,1
moral and ethical aspects of science,1
spanish language,1
perception de structure,1
piloting,1
african american authors,1
african americans,1
african americans in literature,1
american poetry,1
minicomputers,1
basic,1
networking & telecommunications,1
mechanical engineering & dynamics,1
electrical & electronic engineering,1
industrial engineering & materials science,1
elect,1
fuzzy systems in medicine,1
supercomputer industry,1
form perception,1
python 3.0,1
q325.5 .g47 2017,1
006.31,1
spark,1
spark (electronic resource : apache software foundation),1
kèunstliche intelligenz,1
programmation orientée agent,1
mathematical models.,1
defensive (military science),1
earth observing system (program),1
human body and technology,1
dvd-video discs,1
biosensing techniques,1
pilgrims and pilgrimages,1
totalitarisme,1
other minds (theory of knowledge),1
other (philosophy),1
altérité,1
bbc basic,1
electron computing,1
approche orientée objet (informatique),1
système d'information,1
electronic calculating machines,1
geometry--data processing,1
q327 .m55 1988,1
q 327 m667p 1988,1
héritage,1
logique défaut,1
théorie possibilité,1
nyt:hardcover-fiction=2022-05-08,1
self-help / self-management / time management,1
paradigm (theory of knowledge),1
crowds,1
robot wrists,1
hand,1
connectionism -- congresses,1
communications,1
intonation (phonetics),1
perception du temps,1
career & trade -> graphic arts/communications/design -> digital illustration (freehand,1
illustrator),1
decision-making & problem solving,1
human resources & personnel management,1
spy stories,1
knowledge capital,1
time management,1
quantenmechanik,1
théorème de,1
theorema van gödel,1
théorème de gödel,1
nyt:business-books=2017-09-10,1
science / experiments & projects,1
technology & engineering / inventions,1
conceptualism,1
cognitive science--mathematics,1
q387 .d66 2015,1
teachers,1
school principals,1
demon headmaster (fictitious character),1
computabilidade e complexidade,1
messprozess,1
quantengravitation,1
invariantology,1
sivashanmugam,1
shcool development,1
indigenous knowledge,1
knowledge representation and reasoning (computer science),1
anthropology of knowledge,1
innate principles,1
innate order,1
the expected knowledge,1
neurolinguistic programming language,1
knowledge structures,1
knowledge transfer,1
knowledge and power,1
a priori knowledge,1
tamilnadu,1
uniformatics,1
vertrauen,1
a. i. artificial intelligence (motion picture),1
a.i. artificial intelligence,1
statistics at topic,1
théorème de bayes,1
kombinatorische optimierung,1
number theory,1
juvenile fiction..,1
langage de programmation,1
gestion des données (informatique),1
cogitive science,1
dreidimensionale software,1
computer-aided instruction,1
nasa research center,1
military planning,1
manpower,1
open innovation,1
ai planning (artificial intelligence),1
ambient intelligence ami (in ),1
multiple intelligences,1
competitive intelligence,1
intelligence studies,1
machine intlligence,1
information technology and system integration,1
wisdom (psychology),1
wisdom traditions,1
wisdom literature,1
future of artificial intelligence,1
artificial general intelligence,1
collective intelligence,1
crowdsourcing,1
open science,1
money supply,1
théorie des systèmes,1
theoretical physics,1
theoretische fysica,1
technologie et arts,1
babylonian wisdom literature,1
akkadian literature,1
history of religious concepts,1
innateness,1
transformative communication of wisdom,1
local wisdom,1
collective wisdom,1
wisdom of solomon,1
formale semantik,1
money,1
international finance,1
philosophy of education,1
philosophy of art,1
moral philosophy,1
analytic philosophy,1
ancient philosophy,1
continental philosophy,1
political philosophy,1
enzymology,1
bogues (informatique),1
valeurs sociales,1
computers / artificial intelligence / general,1
computers / social aspects,1
teacher education,1
social philosophy,1
environmental philosophy,1
feminist philosophy,1
sociology of education,1
science education,1
educational research,1
traffic safety,1
interfaith marriage,1
nyt:hardcover-fiction=2020-02-09,1
jackpot trilogy,1
software failures,1
system modeling and simulation,1
dynamic systems and control,1
integration technology of automation systems,1
numerical analysis and computational mathematics,1
optimization technology.,1
early childhood education,1
educational policy,1
adult education,1
graph,1
content management,1
optimisation numérique,1
saisie des données (informatique),1
problème transport,1
algorithme génétique,1
partitionnement,1
computadoras digitales (programación),1
cots,1
komponente <software>,1
komponentenmodell <software>,1
component software,1
komponentenmodell,1
komponente,1
communication homme-machine,1
réalité virtuelle (informatique),1
lebensqualität,1
behinderung,1
alter,1
hirnfunktion,1
recherche sur internet,1
effets des innovations sur l',1
datenstruktur,1
it,1
fluxomics,1
bioinforamtics,1
and epistemology,1
psychology / developmental / general,1
owl <informatik>,1
query languages (computer science),1
terminologische logik,1
information-retrieval-system,1
galaxies,1
corporate power,1
teleportation -- fiction,1
corporate power -- fiction,1
gender expression -- fiction,1
expression de l'identité sexuelle -- romans,1
gender expression,1
embedded internet devices,1
german literature,1
go (game),1
processing,1
enseignement médical,1
erziehung,1
intelligentes tutorsystem,1
pädagogik,1
iron industry and trade,1
optymalizacja,1
struktury danych (informatyka),1
qa76.9.a43 m53 1994,1
005.1,1
global system for mobile communications,1
logical positivism,1
business mathematics,1
finesse (computer file),1
structures de données (informatique),1
algorithmique,1
estructura de datos (ciencia de la computación),1
ordonnancement,1
voyageur commerce,1
structure donnée,1
programowanie ewolucyjne,1
algorytmy genetyczne,1
artificial intelligence--medical applications--congresses,1
r858 .a77 1982,1
w3 a101s v.51 1982,1
wb 141 a786 1979,1
intelligent agents,1
kurzgeschichte,1
englisch,1
automatische sprachanalyse,1
islands,1
commerce électronique,1
steering-gear,1
neural networks & fuzzy systems,1
open learning,1
techniek,1
information storage and retrieval systems--medicine,1
information storage and retrieval systems--medicine--congresses,1
leonard mccoy (fictitious character),1
science fiction - general,1
collectionid:st#,1
kirk,1
james t. (fictitious character),1
scott,1
montgomery (fictitious character),1
media tie-in,1
strategic defense initiative,1
amazon.com (firm),1
application program interfaces (computer software),1
concurrent engineering,1
widowers -- fiction,1
widowers,1
microsoft software,1
star trek fiction,1
73.02 philosophy and theory of ethnology,1
anthropologie,1
dans la littérature,1
artificiell intelligens i litteraturen,1
robotar i litteraturen,1
cad-cam,1
computer-aided design (cad),1
medical records_xdata processing,1
médecine clinique,1
gezondheidszorg,1
fundamentals of law,1
medicine/public health,1
fiction / science fiction / short stories,1
social science / anthropology / cultural,1
technology & engineering / social aspects,1
intelligence artificielle dans la littérature,1
computer storage devices,1
english and italian,1
italian and english,1
scientific literature,1
philologists,1
women superheroes,1
drama (dramatic works by one author),1
safety management,1
sprachverarbeitung (psycholinguistik),1
oriental languages,1
contextualism (philosophy),1
electric driving,1
electric machinery,1
medical informations applications,1
économie politique,1
unternehmensleitung,1
computers -- intelligence (ai) & semantics,1
macintosh (computer),1
subject headings,1
library materials,1
robotics & computer vision,1
model-integrated computing,1
electric utilities,1
search engine,1
surfaces (physics),1
intelligence artificielle -- congrès,1
desktop publishing,1
computers -- database management -- data mining,1
computers -- security -- general,1
computers -- document management,1
computers -- natural language processing,1
computers -- data processing,1
electronic data processing--history,1
electronic data processing--united states--history,1
artificial intelligence--military applications,1
ug478 .d4 1990,1
355/.00285/63,1
romance languages,1
agricultural systems,1
family medicine,1
young adult fiction / superheroes,1
young adult fiction / action & adventure / general,1
young adult fiction / social themes / friendship,1
heroes and heroines,1
signs and symbols,1
video recording,1
military art and science--automation--history,1
military art and science--united states--automation--history,1
science fiction television programs,1
costume design,1
fashion merchandising,1
women lawyers,1
public defenders,1
terrorists,1
resistance to government,1
avocates,1
computer arithmetic,1
emoticons,1
binettes (informatique),1
affect (psychologie),1
applied psychology,1
cooking,1
negation (logic),1
linear programming,1
cs.offc_tch.intrn_wb_pg_dsg,1
career & trade -> computer science -> internet & www,1
science fiction - star trek,1
fiction - science fiction,1
james t. kirk (fictitious character),1
philology,1
notation,1
laboratories,1
electronic records,1
réalisme critique,1
archives électroniques,1
geschichtswissenschaft,1
social networking,1
page design,1
com060140,1
cs.cmp_sc.intrn_www,1
fiction -- science fiction -- short stories,1
fiction -- fantasy -- short stories,1
fiction -- short stories (single author),1
deep blue (computer),1
deep blue (ordinateur),1
échecs (jeu),1
time travel -- comic books,1
artificial intelligence -- comic books,1
self-perception,1
pears,1
technocracy,1
gaia hypothesis,1
juvenile fiction / action & adventure / general,1
juvenile fiction / science fiction,1
mars (planet),1
technology and civilization -- fiction,1
negotiating,1
soziale identität,1
identität,1
sociala nätverk online,1
identitet (psykologi),1
it-samhället,1
événements stressants de la vie,1
critical realism,1
avocats d'office,1
terroristes,1
résistance au gouvernement,1
fiction / science fiction / alien contact,1
fiction / science fiction / cyberpunk,1
survival after airplane accidents,1
shipwrecks,1
identité (psychologie),1
computadores (software),1
programming (computers),1
computers / computer literacy,1
computers / data processing,1
computers / hardware / general,1
computers / reference,1
six sigma (quality control standard),1
systems and information theory in engineering,1
transportation engineering,1
peirce,1
charles s. (charles sanders),1
1839-1914,1
generierung <sprache>,1
morphology (animals),1
data compression (computer science),1
employee participation,1
production/logistics,1
remedial teaching,1
cientificos,1
inversiones,1
strip mining,1
mine haulage,1
highway & traffic engineering,1
mining,1
good and evil -- comic books,1
waste disposal,1
environmental pollution,1
sewerage,1
random fields,1
science_xlogic design,1
computer integrated manufacturing system,1
(cad,1
funeral rites and ceremonies,1
cold cases (criminal investigation),1
spouses,1
war stories,1
self-realization,1
employability,1
optical scanners,1
government,1
science clubs,1
clubs scientifiques,1
écoles moyennes,1
geoinformationssystem,1
computer applications in geosciences,1
temporomandibular joint,1
acoustics,1
small cities,1
geeks (computer enthusiasts),1
criminal psychology,1
stochastische programmering,1
programmation évolutionnaire,1
[series:imb_the_culture],1
classic sf,1
fiction in english,1
hemodialysis,1
sanitary engineering,1
sistemas expertos (computadoras),1
toxicology,1
methodology of the social sciences,1
unix (computer operating system),1
polyglot dictionaries,1
